"","COV_ID","year","abundance","simpson","richness","evenness","encs"
"1",1,2003,0.636866132826025,0.26894604297003,15,0.235175157597452,1.89054686319693
"2",1,2004,0.950638942014072,0.427926792749912,17,0.335533836168184,2.58736230576978
"3",1,2005,0.822183512685063,0.356614839152656,15,0.303607190276762,2.27546291923313
"4",1,2006,0.810377008464125,0.323256483539805,14,0.307070634415611,2.24875562678773
"5",1,2007,0.855824885447793,0.357921404142504,14,0.324291888563316,2.35331479528365
"6",1,2008,0.576108838882868,0.226132545860292,15,0.212739349753703,1.77910217125815
"7",1,2009,2.06906522575162,0.826150422014106,15,0.764042418751869,7.91741865856404
"8",1,2010,1.88346118567444,0.797547638953147,14,0.713687105065287,6.57622705952553
"9",1,2011,1.88487924485753,0.795779689848953,14,0.714224440562768,6.58555915386461
"10",1,2012,0.923050499184301,0.372671148126115,13,0.359870847546799,2.51695666526238
"11",1,2013,0.665393960045361,0.27859667597596,13,0.259417971785566,1.9452567238275
"12",1,2014,0.577051529302107,0.268708680405855,13,0.224975798303168,1.78078010459142
"13",1,2015,0.57528026332538,0.276993318492517,12,0.231509808778716,1.77762866122627
"14",1,2016,0.626387351880609,0.303406391289967,11,0.261223815312671,1.87083967075521
"15",2,2003,1.29510639458075,0.592451677260598,23,0.413046972946487,3.65138444099229
"16",2,2004,1.16804533147539,0.562925569562501,23,0.372523516561251,3.21570086210338
"17",2,2005,1.72969427047095,0.667892942008505,22,0.559582825720073,5.63892965755601
"18",2,2006,1.35046496242509,0.608705724456622,22,0.436896284280359,3.8592195056595
"19",2,2007,2.42511441426857,0.862520091790732,24,0.763081603939685,11.3035226295713
"20",2,2008,1.30758388281169,0.567098943418305,24,0.411441703826814,3.69722997111541
"21",2,2009,2.43931592699349,0.86681585928181,22,0.789156397494074,11.4651950291465
"22",2,2010,1.63807763761887,0.667461715871161,23,0.522430444711713,5.14526892760068
"23",2,2011,2.58748713106248,0.879719060851396,24,0.814173475085283,13.2963176844503
"24",2,2012,2.09258366317605,0.785713956786826,22,0.676983152043907,8.1058308698307
"25",2,2013,1.73624065037864,0.716097987175198,22,0.561700680782393,5.6759653258808
"26",2,2014,1.76635468101352,0.721457803385816,21,0.58017463071625,5.84949118778171
"27",2,2015,1.73826521575132,0.717819171875773,21,0.570948400383979,5.68746832909798
"28",2,2016,1.76594418081967,0.727098509724703,22,0.571310231893136,5.84709046329782
"29",3,2003,0.760511270731975,0.378864509284253,22,0.246037148375528,2.13936973806318
"30",3,2004,0.708463189550988,0.347274543116327,19,0.240610586452551,2.0308678003237
"31",3,2005,0.576600309976839,0.25509636153419,19,0.195826883850068,1.77997676344933
"32",3,2006,0.698571849006771,0.343848346397849,20,0.233189011973363,2.01087881720427
"33",3,2007,0.713533278858588,0.321760047448241,21,0.234366240832221,2.04119062815975
"34",3,2008,0.713484330640456,0.344142511873482,21,0.234350163362229,2.04109071796087
"35",3,2009,0.506836309563765,0.186673241240187,22,0.163969378360722,1.66003105423469
"36",3,2010,0.532800457975575,0.205212922455148,19,0.180951434804877,1.70369676536884
"37",3,2011,0.490744581864551,0.171974753203109,21,0.161189346409124,1.63353206560211
"38",3,2012,0.719669022792147,0.312236762007899,19,0.244416348202224,2.05375335259107
"39",3,2013,0.805258539692408,0.390824700680993,18,0.278600334885135,2.23727484840474
"40",3,2014,0.735826033207702,0.340267170489151,20,0.245624764169848,2.08720538157521
"41",3,2015,0.74460026388043,0.346537009053324,20,0.248553674323197,2.10559958252603
"42",3,2016,0.755326626199981,0.3713531797478,18,0.261325078387068,2.12830657052634
"43",4,2003,1.34156686783746,0.57030285471185,16,0.48386796681251,3.82503213227298
"44",4,2004,1.26488667755634,0.537696318478929,15,0.467083910424378,3.54269124693132
"45",4,2005,1.84396616147351,0.802357136861279,14,0.698721524834148,6.3215609376806
"46",4,2006,1.6888004920298,0.717533619155906,18,0.584284871804531,5.41298389209953
"47",4,2007,1.76002863796507,0.746039584558103,20,0.587511992811379,5.81260385316516
"48",4,2008,1.25900584988596,0.544943518878949,12,0.506661226084036,3.52191843076227
"49",4,2009,1.79450220003351,0.79066134095202,14,0.679978483186315,6.01647897319609
"50",4,2010,1.71642773596271,0.776598976187175,12,0.6907413347335,5.56461464396678
"51",4,2011,1.84014915737509,0.789485021696549,13,0.717421243433921,6.29747750619178
"52",4,2012,1.70308746678436,0.75921321215582,10,0.739641489023036,5.49087413941802
"53",4,2013,1.37301603000482,0.596963106649094,13,0.535299469367947,3.94723774809036
"54",4,2014,1.36190486536017,0.618070897484313,12,0.548070836172604,3.90362209863494
"55",4,2015,1.22431093962139,0.585924474876113,8,0.588769107032631,3.40182121479157
"56",4,2016,1.36984908949995,0.61993287529832,12,0.551267827150293,3.93475685453867
"57",5,2003,0.97228792762246,0.345243029713702,25,0.302058227941201,2.64398679492668
"58",5,2004,0.990011618799133,0.34655210965933,24,0.311515056587554,2.69126574144367
"59",5,2005,2.23545980034481,0.827820850845363,21,0.734256306554402,9.35078035592601
"60",5,2006,1.4133733974358,0.537512285185036,22,0.45724813513972,4.10979602135453
"61",5,2007,1.46742811240031,0.549162678057245,21,0.481989587009776,4.33806376904973
"62",5,2008,1.30483190132828,0.486433497552399,21,0.428583440595034,3.68706925016556
"63",5,2009,2.03662734300379,0.770011938582952,21,0.668948048393004,7.66471510245708
"64",5,2010,2.18213246009984,0.810044178108855,22,0.705953571659626,8.86519078193841
"65",5,2011,2.18625200665006,0.815386374028349,19,0.74250205968574,8.90178667553012
"66",5,2012,2.08414459760356,0.791564820930263,19,0.707824007340636,8.03771306119399
"67",5,2013,1.63769536619249,0.62366756944303,21,0.537915354441302,5.14330241420353
"68",5,2014,1.71708363679844,0.657984998284223,21,0.563991125676319,5.56826567658906
"69",5,2015,1.68020423667354,0.651194977422831,21,0.551877764425325,5.36665192633855
"70",5,2016,1.70372682030056,0.658718036110949,21,0.559603962575669,5.49438587160561
"71",6,2003,1.37846414535795,0.520454066112414,17,0.486537361632093,3.96880144207663
"72",6,2004,0.948759751751265,0.348218229255331,16,0.342192747211648,2.58250472530686
"73",6,2005,1.41109941182119,0.567001473792131,13,0.550147084860078,4.10046102217257
"74",6,2006,0.933209999393142,0.342461990855185,14,0.353614902154927,2.54265802243618
"75",6,2007,1.46387982442583,0.606180931710624,13,0.570724650047125,4.3226983461395
"76",6,2008,0.985544390771486,0.376490418626739,13,0.384235418880494,2.67927005737064
"77",6,2009,1.45962205227024,0.614352811787037,12,0.58739512504213,4.30433240821959
"78",6,2010,1.63480957178668,0.63632976642565,15,0.603685105660629,5.12848129650409
"79",6,2011,2.33782815510545,0.889190051020408,14,0.885857282776907,10.3587145930693
"80",6,2012,1.61387285670044,0.648534917473337,12,0.649470215244554,5.0222239659304
"81",6,2013,1.16687046553428,0.457047252595156,14,0.442154269420285,3.21192506314682
"82",6,2014,2.33379913076109,0.840237402751635,20,0.779041288623693,10.3170630436949
"83",6,2015,1.74468228655568,0.665849480151229,16,0.629261120685176,5.72408256850263
"84",6,2016,1.92270708291329,0.704742910707405,21,0.631529943445257,6.83944838499102
"85",7,2003,0.91568992018017,0.362746466891383,22,0.296239839470759,2.49849842189305
"86",7,2004,0.775456021683001,0.288049776398403,22,0.250872006251643,2.17158218998629
"87",7,2005,1.49414531115203,0.558956179791525,23,0.476526253361071,4.45552683591994
"88",7,2006,1.11811316831396,0.414328615702479,17,0.394644889930242,3.059076791485
"89",7,2007,1.46594509785876,0.557164132117437,20,0.489344495434378,4.33163512546224
"90",7,2008,0.852799972027432,0.317160175526429,18,0.295048541661702,2.34620697746359
"91",7,2009,1.37724465676941,0.575958908927855,14,0.52186992730855,3.96396448391492
"92",7,2010,0.89116741028142,0.338319829585833,18,0.308322764311149,2.43797410668157
"93",7,2011,0.917080113564314,0.362196633006379,18,0.317287944382572,2.5019742333347
"94",7,2012,1.04274239030795,0.441183905325444,18,0.360764108443592,2.83698648025547
"95",7,2013,0.918061395875005,0.35682464002436,21,0.30154528818697,2.50443058138002
"96",7,2014,0.953246252999742,0.400918613651754,18,0.329800569907861,2.59411716611765
"97",7,2015,1.21246042847492,0.497922564885043,19,0.411779777761998,3.36174582051726
"98",7,2016,1.25045739656834,0.516076323097661,24,0.393466399035611,3.49193979351873
"99",8,2003,0.156847181486204,0.0537471542307769,5,0.0974546332445901,1.1698168305711
"100",8,2004,0.172751719086577,0.0627331563626531,4,0.124614024215624,1.18857096896137
"101",8,2005,0.208138551992164,0.0766506793433555,5,0.129323753581384,1.23138376840442
"102",8,2006,0.24417417639358,0.0924555626007251,5,0.151713945910652,1.27656665890352
"103",8,2007,0.663389115821284,0.306326998858957,6,0.370244515078295,1.94136069389192
"104",8,2008,0.2013400512749,0.0724760265218137,5,0.125099607583119,1.22304059763275
"105",8,2009,0.370477862089697,0.156628929925593,5,0.230190838197287,1.44842659747462
"106",8,2010,0.222595413659077,0.0815928354038941,5,0.138306306779133,1.24931501568108
"107",8,2011,0.640869312141149,0.317967819944334,5,0.398194492120484,1.89813022995519
"108",8,2012,0.200904075417752,0.0725938243184944,5,0.124828720552448,1.22250749767767
"109",8,2013,0.208771047438779,0.0761900333070546,5,0.129716745098316,1.23216285939075
"110",8,2014,0.100927112785976,0.0334901052913826,4,0.0728035225537843,1.10619601127957
