"","int_encs","slope_encs","int_abundance","slope_abundance","int_simpson","slope_simpson","int_richness","slope_richness","int_evenness","slope_evenness"
"1",11.2922150111989,-0.00405167592427533,16.047329525535,-0.00749319463893466,2.90197959173356,-0.00123509978355483,636.652747252766,-0.309890109890119,1.3238621936246,-0.000472281678024475
"2",-332.736751037307,0.168867633363182,-72.4061286419625,0.0369219805683831,-21.5600406407756,0.0110825133467568,256.573626373634,-0.11648351648352,-25.0853704885421,0.0127692971656054
"3",-15.301474055492,0.0085974979868083,-7.70824389217048,0.00417224044909284,-1.65276772072712,0.000975893582224138,280.501098901097,-0.129670329670329,-3.74815656518754,0.00197786237895047
"4",119.077925336617,-0.0568761696598621,24.7122218283003,-0.0115319945766471,3.06666728573963,-0.00118997686213381,1033.70769230772,-0.50769230769232,-7.87967554520795,0.00421905871808135
"5",-325.473806919008,0.164877413368956,-86.1089364843398,0.0436901990547048,-37.9651322255361,0.0192081594035983,493.920879120875,-0.235164835164833,-30.9458168177244,0.0156753884084942
"6",-700.985184978755,0.351362999134189,-134.292781104709,0.0675873203921043,-47.6532751879011,0.0240060762923926,-497.31208791212,0.254945054945071,-41.999263475519,0.0211810164281431
"7",16.9984479042236,-0.00694638366513347,-1.04113296380436,0.0010578491817196,-7.49808567217087,0.00394415832564334,151.923076923067,-0.0659340659340608,-0.833478195429875,0.000597739577772237
"8",20.0013330331501,-0.00929741856789142,14.5969825687425,-0.00713456101137131,6.26355847390871,-0.0030641833277623,66.6879120879134,-0.0307692307692315,8.09039434031594,-0.00394581501143197
"9",-151.595426622178,0.077000102313245,-49.7193437033199,0.0252977181288963,-31.0135772301779,0.0156752869630534,1127.5252747253,-0.553846153846166,-29.7539111675425,0.0150183733772755
"10",-16.4821591963449,0.00943265897213541,3.94411296132253,-0.00154232436169366,-1.97560656645425,0.00119933165382218,288.024175824186,-0.138461538461543,-4.19240718552791,0.00227171995884478
"11",-50.8986653185251,0.0293402565381331,-21.9744054920813,0.011958034435522,-14.0002425899215,0.00735381030473904,875.22637362638,-0.42637362637363,-17.3173763165634,0.00897082888107706
"12",99.1627014270553,-0.0481997275762773,39.4364375438411,-0.0192134793170783,16.2833296516555,-0.00796284060028127,514.206593406594,-0.235164835164835,9.81331685866612,-0.0047731763146447
"13",582.035252455532,-0.286548230842274,110.430681394018,-0.0540787539352981,41.6485119100916,-0.0203934566790845,1393.68131868141,-0.681318681318726,24.9380031398297,-0.0121362687455041
"14",-551.818492281831,0.278266728673247,-78.7709109891266,0.0401759161962528,-22.2071001508839,0.0114421272434395,-118.982417582417,0.0681318681318676,-25.9381500901376,0.0132469971207879
"15",-270.637839841845,0.139219757091634,-6.14342588244507,0.00412302288246766,8.12748397351677,-0.00363963850887112,-435.826373626398,0.226373626373639,4.07949026358272,-0.00166775237539269
"16",-710.925899723714,0.361326335952913,-44.5824647122889,0.0235318901863173,-7.86531531912342,0.0043543920295359,-343.769230769248,0.197802197802206,-9.88142850909078,0.00525527791228475
"17",-148.209374870623,0.0784107221988984,-15.8177780029285,0.00898277436976349,-3.88113852049272,0.00235978984543314,214.635164835174,-0.0923076923076971,-6.12586798257206,0.00337820715069995
"18",296.213931890477,-0.14431378485172,45.969639110384,-0.0219724292973397,10.4869619854633,-0.00485692801950649,1032.73186813189,-0.503296703296716,5.60072767181862,-0.00249145516364345
"19",-1252.77667948806,0.629193654272478,-112.850795998986,0.0573614340631205,-22.197377013531,0.0114617175496694,10.8703296703348,0.0153846153846128,-30.3363477355173,0.0154188194349209
"20",-95.3453208301917,0.0512383235952302,-12.550565179031,0.00724978869294646,9.01188978501613,-0.00409966832491113,-1151.39120879123,0.591208791208801,1.54205012007819,-0.000488263104603974
"21",114.844213456616,-0.0542488916301612,32.0472760408038,-0.0150816571087791,9.71162933391802,-0.00444038713903998,47.9626373626465,-0.0197802197802244,8.81237994488048,-0.00396887111243999
"22",76.8995753366882,-0.037415459747152,10.3773844691101,-0.00493988823245672,7.36041705736214,-0.00358030890373622,418.745054945056,-0.202197802197803,2.44940384928731,-0.00112918994350938
"23",-16.4024717872823,0.0107372440285952,-5.18877670110162,0.00339737342420671,-8.83198130134506,0.00473108812672494,-1026.40879120881,0.523076923076933,5.25167768571302,-0.00235875421248526
"24",-23.1210601980483,0.0132749349110053,-6.09416855884847,0.00366192330436771,1.08416710849738,-0.000225681100793266,-184.325274725271,0.0967032967032946,3.1117981219324,-0.00127439412099093
"25",-362.466110523183,0.182702591456321,-90.11249188313,0.0455975108166871,-37.762748430578,0.0191183856002172,-591.248351648383,0.305494505494521,-24.3030556441641,0.0123359299310568
"26",154.820372817821,-0.0761586664162344,29.6273883004319,-0.0145368506177441,12.4153174634765,-0.00610169847570367,-507.287912087915,0.259340659340661,13.6945063111008,-0.00673589772866909
"27",-80.212271220511,0.0407295721164935,-52.8472630919991,0.0265327392363303,-42.0090101295117,0.0210167371049885,800.479120879152,-0.393406593406609,-32.5340908826685,0.0162952127217526
"28",-223.084685360258,0.112135740339488,-102.336082875488,0.0513166470849086,-65.6384017412262,0.0328837148301029,-113.459340659346,0.0593406593406622,-53.046235741526,0.0266190763365567
"29",80.1516977349856,-0.0388368756238369,23.8213343278584,-0.0115095660339925,13.5288455841979,-0.00660101499222226,-310.53406593407,0.162637362637365,10.3542811027275,-0.00502867595458919
"30",-78.920600642079,0.0403714302242938,-36.9715603972357,0.0187867721860066,-16.3047177846431,0.00827923411058439,-379.995604395619,0.195604395604403,-10.3159361467943,0.00528489553043849
"31",103.823868110609,-0.0506996036524594,49.3115121217619,-0.0242164598058671,38.710872787377,-0.019096351587301,-382.221978021997,0.193406593406603,40.4435177450297,-0.0199467667271862
"32",-159.803397536614,0.0803909449916673,-85.3982533482118,0.04275584215926,-55.9181518831552,0.0279457724610411,-494.479120879128,0.250549450549454,-31.1998112250157,0.0156417051892719
"33",107.51098053926,-0.0522554319335979,41.7462349817562,-0.0203220741798924,22.9147514791979,-0.0111550931136441,575.654945054955,-0.283516483516489,-2.87996576272276,0.00169365277059875
"34",-66.4260808278314,0.0342724776329682,-27.199355073061,0.0139670313905499,-6.7643664437969,0.00361428847079471,-269.393406593421,0.136263736263743,15.0350278748703,-0.0071513789620579
"35",93.0927916106747,-0.045224459360709,42.4222963920894,-0.0207211003043176,34.8399705087052,-0.0171282675138257,-128.637362637369,0.065934065934069,50.3932641406917,-0.0247799548502805
"36",297.248085579945,-0.146366639016696,90.6177865148081,-0.0445422770623687,24.9419738845644,-0.012138011931623,1394.08571428573,-0.685714285714295,19.9829086888729,-0.00974535766544757
"37",102.622100372689,-0.0495196328732107,22.3040381541217,-0.0105496731368101,3.59808366006836,-0.00149564098464849,128.37582417584,-0.0615384615384695,-2.05161266714883,0.00138527679430029
"38",140.889294947699,-0.0690991871789059,72.0364395426946,-0.0355212050620201,43.2676879562032,-0.0213508749860956,52.08131868133,-0.0241758241758298,48.8533915141684,-0.0240399162165582
"39",85.3602732097654,-0.0398496818800163,18.1751370436138,-0.0082259965288673,-3.06378447562059,0.00189659516208391,699.97142857145,-0.342857142857153,-12.357683210407,0.00649471143614876
"40",288.17815956177,-0.141698559385507,90.4888482109417,-0.0444292100727376,42.7548933837964,-0.0209755676332862,314.725274725285,-0.153846153846159,30.0338535193073,-0.0145945947384036
"41",-1082.70375921547,0.539468613139135,-276.057777095547,0.137724305482855,-126.300282065341,0.0630195185511344,-1402.4,0.7,-76.3803168115563,0.0382518747391456
"42",226.955034969323,-0.110733688847566,51.5428713969117,-0.024926005622434,4.84581496011984,-0.0020698886702835,472.659340659346,-0.230769230769233,5.47608943319369,-0.00238716031897865
"43",-110.395713435813,0.0563407031249408,-24.7161174441791,0.0128026332693992,-16.0461792498393,0.00823363241482514,612.641758241764,-0.298901098901102,-17.1379176061754,0.00873268730946789
